id,text,yes,no
320,不管怎麼樣，故事的結局都告訴你，結束了，別再為他而活了,1,0
375,以前國中的班導某天我跟同學突然發現她的肚子凸凸的但一開始我們都不敢問問了之後才發現原來已經有小孩而且五個月了班上同學都很開心直到某天班導卻突然不來了一直過了好久好久月了我們才知道原來班導的小孩不見了⋯,1,0
362,既然他承認一開始是想玩玩，不就代表他是那種會玩弄人的渣男嗎,1,0
243,你根本沒錯，錯的是那些小心眼又愛吃醋的男生。,1,0
262,階級會複製背後最大的原因也是因為爸媽會把自己的觀念傳授給下一代,1,0
381,安詳太難，但你可以死的很意外又很美，這種方式死前會很痛苦，所以還是不要幹了,1,0
361,因為當初他追妳就只是想滿足慾望阿！女生還是要好好保護自己的,1,0
421,我覺得有點因為他眼神真的很噁心,0,1
20,如果你知道自己將在一年內突然死去，你會改變自己目前的生活方式嗎？,1,0
85,你認為錢最重要的功能是？,1,0
426,怎麼辦,0,1
43,喜歡吃的料理？,1,0
115,再親密的人也是另外一個人，是和我們一樣重要、一樣獨立的人。,1,0
383,我也是你跟我一模一樣，我生活環境不差，但就是找不到自己活著的意義，在自己有壓力的科系上課，每天都覺得很痛苦，最近常常無法控制情緒，蠻低潮的。,1,0
135,如果你發現同學考試作弊，你會告訴老師嗎?,1,0
113,健康家庭的第一定律——夫妻關係，才是家中的No.1。,1,0
125,有人只知道在人生的道路上狂奔，結果失去了觀看兩旁美麗花朵的機會。,1,0
487,只有一個女的,0,1
489,我起床尿尿,0,1
332,妳該在意的是他不管妳的感受，就算妳跟他說妳不想管他了，他也不在乎，這樣妳還能接受嗎？,1,0
392,一切都會好起來的，人生就是這麼折磨自己，我還在從我病逝女友的情傷走出來中,1,0
438,運氣不好遇到渣男。,0,1
284,我相信絕大多數人對於感情的看法都是，儘管自己再累也會選擇犧牲自己，只為對方開心,1,0
56,對自己現在的身材滿意嗎？,1,0
138,如果你最好的朋友交了新的朋友，你會怎麼辦?,1,0
301,男生也不是傻瓜，既然選擇跟你在一起一定是因為你身上的特質非常吸引對方,1,0
232,他羨慕的話可以直接找溫柔可人的女生，不要喜歡上強勢的女生再用這種方式逼迫人家改變,1,0
90,如果可能，你最想住在哪裡？,1,0
491,今天敢不敢去,0,1
282,我覺得不管你提升到幾百樓，跟對方有沒有喜歡你，應該是兩回事吧，畢竟這種事情不是說你變好了，他就要喜歡你或者是會喜歡上你啊，只是會提高一點點機率而已吧，我覺得是這樣啦,1,0
169,對於劈腿的看法是？,1,0
283,我也是相信純友誼！可是，有時候會不相信....,1,0
460,沒用過這牌,0,1
226,我也不喜歡大家看到我在做什麼,1,0
58,這個週末你在做什麼？,1,0
160,你覺得韓國人怎麼樣?,1,0
196,你會相信夢境裡發生的事情嗎?,1,0
144,你曾經想過要自殺嗎?,1,0
297,雖然我們之間規定很多，但我們感情也很好、吵架也很快就和好了,1,0
63,你有什麼愛好？,1,0
69,我哪一點最吸引你？,1,0
480,剛剛一直叫你都沒回,0,1
440,我愛你,0,1
294,帶別人進來房間之前我們也一定會先回去房間問大家可不可以讓別寢的人進來，這是尊重問題，因為大家是一起生活在這個空間裡的人,1,0
343,我只能說不要在一起，因為今天他有這樣的猶豫，就代表他其實沒那麼愛你，你是一個可有可無的地位，任何人都可能可以代替,1,0
450,還是可以吵架啊嗚嗚嗚嗚,0,1
105,如果夫妻關係是家庭核心，擁有第一發言權，那麼這個家庭就會穩如磐石。,1,0
387,我也是給同學處的不好，又是從金門來北部讀書的，心情每一天都過的很槽，每天幾乎會哭一次，每一天都很痛苦，越來越煎熬。,1,0
427,為什麼覺得全聯蛋糕好像越來越貴...,0,1
223,真的是很討厭欸。,1,0
11,假如可以改變你成長過程中的任何事，你希望有哪些改變？,1,0
219,想知道保護殼在哪買的好喜歡,1,0
230,覺得妳太敏感，腦補太多，不是檢討妳而是某些部分想太多,1,0
329,已經認識很久但雙方知道對對方沒意思，就會有純友誼，但也是自然會形成，了解對方習慣對方，可以說是姐妹間說的閨蜜,1,0
17,友情中你最重視哪一個部份？,1,0
106,權威往往只是一個經不起考驗的空殼子，尤其在現今這個多元開放的時代。,1,0
72,如果你的朋友偷吃，你覺得你應該告訴他的伴侶嗎？,1,0
117,婆媳關係是一個謊言，三角關係才是真相，而作為三角關係核心的兒子，當負起責任來，去積極調節母親和妻子的關係，而不是逃避。,1,0
111,心理需求的核心是感受，親密關係的一個重要價值在於交流並相互理解和接受彼此的感受。,1,0
413,好險分手了,0,1
59,去年暑假你做了什麼？,1,0
435,不要再誘惑我了啦啦啦,0,1
23,你的家庭關係親密溫暖嗎？,1,0
242,不過老實說，你的獨立不過就是一個正常人能夠生活的基本型態。,1,0
36,喜歡什麼類型的電影？,1,0
34,最喜歡跟男朋友一起做甚麼？,1,0
490,我都超問號,0,1
92,最開始回答的幾個人，後悔的內容都大不相同。,1,0
71,你認為是性還是感情維持著一段完美的戀情？,1,0
157,最近有想看什麼電影?,1,0
404,我看到也是很無奈,0,1
107,放輕鬆些，生活何必太緊張？事情既然已經發生了，何不坦然自在地面對。,1,0
366,什麼情況下，明明不喜歡對方卻願意讓對方挑逗跟輕撫跟揉，除了約炮我想不到其他情況,1,0
162,相不相信遠距離？,1,0
22,愛和感情在你生命里扮演什麼樣的角色？,1,0
245,那我覺得他有點摳,1,0
254,當人知道自己的渺小之後，會更慘！人因無知而幸福！,1,0
46,自己愛自己的頻率？,1,0
338,彼此冷靜一點再慢慢提，看哪一種做法你們都能夠接受，在其中找到那個平衡點,1,0
65,初夜是何時？,1,0
279,你可能覺得破壞別人感情不道德，但對於男方來說，自己的女朋友竟然是別人施捨的，這才是最可悲的吧,1,0
376,我媽對我很好，但還是免不了他深夜喝酒把一些怨氣發洩在我身上，即便他是一個在親戚家面前的好好人,1,0
227,真的QQ很不喜歡被別人看,1,0
55,覺得家事該怎麼樣與老婆分配？,1,0
474,以前過太爽,0,1
475,別惹老婆不開心,0,1
50,有沒有什麼是要和你再一起必要的條件？,1,0
206,你會幫好朋友過生日嗎?,1,0
396,感情本來就要互相了,1,0
285,感情應當是互相尊重包容，一起成長，而不該放在天秤上去做衡量,1,0
167,在不在乎另一半是否為處男處女？,1,0
38,喜歡什麼樣的音樂？,1,0
33,第一次是什麼時候？,1,0
280,我相信分手是因為我們的緣盡，在誰也不知道誰是對方命中注定的那位之前，都不想任意去揣測，或許這一位並不是最後會走到一起的人。,1,0
112,工作中的規則是權力，家中的規則是珍惜，能抵達珍惜的途徑是理解和接受，不要把權利規則帶回家。,1,0
156,你現在想幹嘛?,1,0
399,絕對太閃了現在眼睛有問題,0,1
19,你最糟糕的回憶是什麼？,1,0
172,如何從失戀中走出來？,1,0
456,希望能常常有這種優惠,0,1
53,會不會為了和朋友而去了解、學習自己沒有興趣的事物？,1,0
439,加油喔！未來有更好的等你,0,1
482,我繼續睡覺,0,1
477,推推三十日，真的非常好用,0,1
339,我覺得本來就該避嫌，除非另一半不在意，不然一直挑戰會擔心的人底線，遲早會分手,1,0
310,親愛的摯友：從與你相遇的第一天，就覺得你具有單純、率真的心，我很榮幸能跟你成為室友。,1,0
79,你會如何培養孩子的道德價值觀？,1,0
471,爽支那人崩潰,0,1
420,噁心死了,0,1
369,之前我也遇過差不多狀況，在發生關係前煞車住，因為沒有確定關係，但他各種舉止在外人眼中我們根本是一對情侶了，但他打死就是不想確認關係，推託很久，最後把我打入冷宮，事後從他身邊朋友得知他們都以為他有女友很久，但一直不確定正宮是誰，拜託，如果他不想跟你確定關係，只要一次那就放生吧！真正喜歡你的早就會把你給收了還等發生這麼多？？？？,1,0
432,笑死有夠可愛,0,1
152,最受不了家人哪一點？,1,0
211,好喜歡喔珍藏起來,1,0
342,有分手才會成長，只是一個過程，接受並釋懷,1,0
64,你喜歡看電影嗎？,1,0
204,你喜歡你的科系嗎?,1,0
253,我覺得好的事情不會是永恆的，但壞的事情也不是永恆的，珍惜現在擁有的才是最重要的,1,0
155,最喜歡哪個家人？為什麼？,1,0
202,你覺得讀大學有用嗎?,1,0
481,你去散波病毒喔,0,1
354,這跟尊重是兩碼子事，一開始你知道還要強壓在心理？,1,0
240,這是屬於你們的故事，卻也同時深深的感化了我。,1,0
386,現在的我有一份穩定還不錯的薪水，我還沒想到下一步，不會想死就只是活著，我痛苦過但我從來沒跟人說過，我沒有把自己的傷痕透露過，因為我不想造成別人的負擔。,1,0
268,每個人都有自己的精神寄託沒必要這樣，很多宗教的初衷都是很好的,1,0
188,世界末日來的時候，你會想趕快連絡誰?,1,0
44,相信一見鍾情嗎？,1,0
356,如果是我根本完全沒辦法接受，甚至有疙瘩到不願有更進一步的親密關係,1,0
