id,text,label1,label2,label3
341,"第一 次 戀愛 使 人 印象 深刻 ， 放不下 的 只是 內心 的 執念 ， 沒 經歷 熱戀期 的 點點滴滴 ， 如何 彼此 在 心 中 烙印 身影 ， 放下 過去 學會 堅強 是 成長 ， 只是 這 是 個 艱難 困苦 選項 。 ",0,0,1
102,"後悔 上學 的 時候 ， 和 其 他人 一起 霸凌 了 一個 同學 。 ",0,0,1
251,"現在 當 父母 真 慘 ， 不 給 吃好 穿好 還要 被 小孩 抱怨 ， 養 小孩 是 義務 跟 責任 ， 那 妳 的 義務 跟 責任 是 啥 ， 只 會 跟 父母 要 資源 嗎 ",0,1,0
63,"你 有 什麼 愛好 ？ ",1,0,0
18,"你 最 珍貴 的 回憶 是 什麼 ？ ",1,0,0
199,"說 到 那個 殺 人 事件 啊 ... 我 就 覺得 那個 犯人 簡直 有病 ! ",0,1,0
111,"心理 需求 的 核心 是 感受，親密 關係 的 一個 重要 價值 在於 交流 並 相互 理解 和 接受 彼此 的 感受 。",0,1,0
270,"我 覺得 抱怨 的 目的 是 為了 抒發 情緒 ， 而 不 是 改變 現實 。 ",0,1,0
216,"我 是 梅子 控 ",1,0,0
109,"每個 人 的 心，都 像 上 了鎖 的 大門，任 你 再 粗 的 鐵桿 也 撬 不開 。 ",1,0,0
117,"婆媳 關係 是 一個 謊言，三角 關係 才 是 真相，而 作為 三角 關係 核心 的 兒子，當 負起 責任 來，去 積極 調節 母親 和 妻子 的 關係，而 不 是 逃避 。 ",0,1,0
348,"我 覺得 妳 得 讓 他 知道 妳 真的 完全 接受不了 這 種 事 ， 最好 冷落 他 一 天 ， 看 他 有沒有 來 挽回 妳 ， 如果 沒有 ， 就 代表 他 對 妳 也 沒 多 認真 。 ",1,0,1
317,"前 男友 劈腿 提 了 分手 ， 卻 一直 跑來 密 我 說 還 愛 我 卻 要 分手 ， 看 著 他 的 演戲 ， 心 裡 就 一直 思考 這 個 在一起 這麼 久 的 人 ， 怎麼 會 看起來 很 愛 我 卻 這樣 對 我 ... ",0,0,1
27,"最近 有沒有 尷尬 的 時刻 ？ ",1,0,0
101,"很 後悔 我 8 年級 時 ， 對 一個 同學 說 了 非常 傷人 的 種族 歧視 的 話 。 ",0,0,1
21,"友情 對 你 而言 意味著 什麼 ？ ",0,1,0
19,"你 最 糟糕 的 回憶 是 什麼 ？ ",1,0,0
323,"會 主動 搭話 的 通常 顏值 滿 高 或 想 進一步 認識 ， 所以 對 自己 有 信心 一點 ！ ",1,0,0
300,"跟 男朋友 一向 自卑 到 爆 ",0,1,0
256,"試想 一下 ， 都 有 勇氣 要 結束 自己 的 生命 了 ， 怎麼 沒有 勇氣 去 做 改變 ？ 怎麼 沒有 勇氣 遠離 原本 的 環境 跟 人 事物 ， 去 一 個 沒 人   認識 的 地方 從 新 開始 ？ ",0,1,0
139,"你常 和 你 的 朋友 吵架 嗎 ? ",1,0,0
33,"第一次 是 什麼 時候 ？ ",1,0,1
255,"後來 發現 ， 其實 只要 跳脫 原本 的 環境 ， 只要 去 做 些 原本 不 敢 做 的 事 ， 現實 狀況 都 會 好轉 ",0,1,0
143,"你 曾經 想過 把 你 討厭 的 人 殺死 嗎 ? ",0,0,1
243,"你 根本 沒 錯 ， 錯 的 是 那些 小心 眼 又 愛 吃 醋 的 男生 。",0,1,0
94,"你 做過 的 最 混蛋 的 是 哪件 事 ？ ",0,0,1
368,"聽 你 這麼 一 說 … 感覺 是 真的 要 好好 作 心理 建設 了 … 其實 當下 聽到 是 手 一直 狂抖 的 … 我 無法 想像 每 天 起床 都 會 抱 著 我 親吻 我 額頭 ， 生病 喝醉 不 舒服 都 第一時間 出現 的 男友 … 會 出現 這 種 狀況 ， 我 其實 一直 很 慶幸 我 遇到 他 ， 因為 他 讓 我 真的 很 幸福 … 也 因為 這樣 … 發生 這 種 事 我 反而 接受 不 了 … 跟 身邊 的 朋友 們 都 說 他 有 多麼 好 … 結果 現在 好像 被 當 笑話 了 … ",0,0,1
336,"也許 你 能夠 跟 著 他們 一起 去 吃 ， 或者 是 讓 那 位 異性 友人 知道 有 你 這 位 女友 的 存在 ， 或是 叫 男友 找 別 位 朋友 ",1,0,0
396,"感情 本來 就 要 互相 了 ",0,1,0
13,"假如 有顆 水晶球 能 告訴 你 關於 自己 、 人生 或 未來 的 一切 真相，你 想 知道 什麼 ？ ",0,0,1
174,"覺得 自己 值得 被 愛嗎 ？ ",0,1,0
135,"如果 你 發現 同學 考試 作弊 ， 你 會 告訴 老師 嗎 ? ",0,1,0
330,"價值觀 不同 真的 不要 在一起 甚至 是 結婚 ， 要 和 你 走 一輩子 的 人 ， 路 上 還 會 發生 多少 事 ？ 價值 觀合 的 話 就 是 依靠 跟 交流 的 出口 ， 不合 的 話 就 是 更多 的 厭惡煩躁 。 ",0,1,0
126,"你 喜歡 女生 長髮 還是 短髮 ? ",1,0,0
391,"前 幾 天 我 被 綠 了 ， 我 斬釘截鐵 提 分手 ， 淚流滿面 ， 整 顆 心 揪 在一起 ， 但 她 很 難過 的 哭 著 ， 希望 我 給 她 一 個 禮拜 想想 ， 我 還是 給 了 ， 比起 我 ， 你 有 骨氣 多 了 .. ",0,0,1
83,"你 第一次 見 我 父母 時有 什麼 感想 ？ ",0,1,0
106,"權威 往往 只是 一個 經不起 考驗 的 空殼 子，尤其 在 現今 這個 多元 開放 的 時代 。 ",0,0,1
31,"你 的 房子 起火 了，你 還有 時間 可以 安全 地 搶救 出 最後 一件 東西 。 你 會 拿 什麼 ？ ",1,0,0
379,"我 也 很 常 遇到 這樣 的 問題 ， 可是 整理出 了 那些 自己 愛 的 和 愛 自己 的 人 ， 就 會 覺得 說 ， 那 我 再 多 撐 一下 吧 ， 其實 慢慢 會 發現 真的 就是 當下 的 衝動 ， 然後 可能 沒有 想 過   ， 如果 真的 這樣 做 了 會 怎麼樣 ， 就是  挺 過 那些 痛苦 跟 衝動 ， 相信 明天 都 會 變得 更 好 。 ",0,0,1
375,"以前 國中 的 班導 某 天 我 跟 同學 突然 發現 她 的 肚子 凸凸 的   但 一 開始 我們 都 不 敢 問   問 了 之後 才 發現 原來 已經 有 小孩 而且 五 個 月 了   班 上 同學 都 很 開心   直到 某 天 班導 卻 突然 不 來 了   一 直 過 了 好 久 好久   月 了   我們 才 知道 原來 班導 的 小孩 不 見 了 ⋯ ",0,0,1
331,"戀愛 的 感覺 本來 就 可 遇 不可 求 ， 再 說 在一起 久 了 激情 早晚 會 被 消磨 掉 ， 但是 價值觀 不合 的 話 ， 別 說 彼此 分享 生活 開心 的 聊天 了 ， 就 連 溝通 都 很 難 ， 以後 大大小小 的 爭吵 只 會 更多 不會 更少 ， 你 一定 要 想清楚 ， 因為 結婚 後 家庭 會 是 生活 重心 很 重要 的 一 塊 ， 也 可能 會 是 你 花 最多 時間 的 地方 ， 生活 不 開心 、 看 對方 ， 越來越 不 順眼 會 很 痛苦 啊 啊 啊 ， 這 是 你 想要 的 生活 嗎 ？ ",0,1,0
25,"如果 你 要 成為 對方 的 密友，有什麼 事 是 他 或 她 需要 知道 的 ？ ",0,0,1
302,"沒 必要 這麼 擔心 吧 ， 展現 真正 的 自己 ， 交到 的 不管 是 朋友 還是 情人 ， 都 才 會 是 你 想要 的 。 ",0,1,0
392,"一切 都 會 好 起來 的 ， 人生 就 是 這麼 折磨 自己 ， 我 還 在 從 我 病逝 女友 的 情傷 走出來 中 ",0,0,1
335,"另 一半 做 了 讓 你 不 太 能夠 接受 的 事情 ， 遇到 這 種 事 我 不 喜歡 偏向 於 某 一 方 的 做法 ， 簡單 來 說 也 就是 你 會 介意 男友 跟 異性 單獨 吃飯 ， 男友 會 爽朗 的 拒絕 對方 ， 另 一 種 就是 你 去 接受 ， 這 種 做法 其實 我 不 喜歡 ， 我 都 是 在 其中 找到 一 個 平衡點 ， 可以 解決 的 方法 也 有 千百 種 ",0,1,0
66,"初戀 時 你 多 大 ？ ",0,0,1
146,"如果 另外 一半 外遇 你 會 原諒 他 嗎 ？ ",0,1,0
238,"覺得 鼻酸 QQ",1,0,0
321,"跟 前任 九年 ， 和平 分手 ， 原本 以為 可以 繼續 當 朋友 ， 畢竟 共同 好友 太多 ， 聚會 都 會 遇到 。 無奈 他 的 現任 覺得 這樣 很 不妥 ， 要求 前任 封鎖 我 的 一切 ， 也 不能 出現 在 同 個 聚會 。 ",1,0,0
9,"關於 未來 你 可能 怎麼 死 ， 你 有 自己 的 秘密 預感 嗎 ？ ",1,0,0
16,"你 人生 最大 的 成就 是 什麼 ？ ",1,0,0
173,"談戀愛 時 對方 做 什麼會 覺得 自己 真的 被 愛著 ？ ",0,1,0
352,"相信 我 。 要 說真的 愛 嗎 也許 有 ， 但 長遠 來 看 … ， 他 ， 還是 比較 愛 自己 ",0,1,0
197,"你 有 特別 喜歡 哪位 演員 嗎 ? ",1,0,0
347,"很 莫名其妙 沒 錯 ... 我 個人 是 覺得 呢   這 是 我 學生 時代 留下 的 陰影  ",0,0,1
159,"你 晚餐 喜歡 吃 什麼 ? ",1,0,0
281,"其實 我 正 也 面臨 這 個 問題 ， 知道 以前 犯錯 了 ， 改善 後 也 希望 另 一半 給 我 機會 ， 但 正 如 妳 說 得 好像 回 不 到 以前 的 甜蜜 了 。 ",0,1,0
43,"喜歡 吃 的 料理 ？ ",1,0,0
17,"友情 中 你 最 重視 哪一個 部份 ？ ",0,1,0
55,"覺得 家事 該 怎麼樣 與 老婆 分配 ？ ",0,1,0
76,"你 認為 自身 該 在 孩子 的 教育 中 扮演 怎樣 的 角色 ？ ",0,1,0
312,"我 現在 面臨 轉系 ， 一 開始 也 怕 換 環境 什麼 的 ， 但 其實 我 發現 ， 這 跟 一 開始 上 大學 一樣 ， 只有 熱情 一點 主動 一點 ， 就 會 慢慢 的 認識 大家 了 。 ",1,0,0
381,"安詳 太 難 ， 但 你 可以 死 的 很 意外 又 很 美 ， 這 種 方式 死 前 會 很 痛苦 ， 所以 還是 不要 幹 了 ",0,0,1
369,"之前 我 也 遇 過 差不多 狀況 ， 在 發生 關係 前 煞車 住 ， 因為 沒有 確定 關係 ， 但 他 各 種 舉止 在 外人 眼 中 我們 根本 是 一 對 情侶 了 ， 但 他 打死 就 是 不 想 確認 關係 ， 推託 很 久 ， 最後 把 我 打入 冷宮 ， 事 後 從 他 身邊 朋友 得知 他們 都 以為 他 有 女友 很 久 ， 但 一直 不 確定 正宮 是 誰 ， 拜託 ， 如果 他 不 想 跟 你 確定 關係 ， 只要 一 次 那 就 放生 吧 ！ 真正 喜歡 你 的 早 就 會 把 你 給 收 了 還 等 發生 這麼多 ？ ？ ？ ？ ",0,0,1
296,"我們 甚至 把 生活 公約 貼 在 門 上 ， 提醒 大家 要 記得 ",1,0,0
57,"能不能 接受 老婆 因為 自己 的 興趣 而 冷落 了 自己 ？ ",0,1,0
395,"本身 就 是 一 個 缺乏 安全感 的 人 了 ， 這樣 的 狀況 實在 是 沒辦法 接受 卻 又 不 想 讓 他 再次 用 眼淚 來 讓 我 心軟 ， 我 只好 讓 他 討厭 我 ， 裝成 沒有 他 還是 過 的 很 好 。 ",0,0,1
6,"上 一次 唱歌 給 自己 聽 是 什麼 時候 ？ ",1,0,0
325,"男友 媽 生 了 兩 個 ， 偏偏 男友 是 長男 ， 他 爸媽 又 很 傳統 ， 他 台南人 我 桃園人 ， 結果 他 媽媽 在 他 回家 的 時候 一直 洗腦 他 ， 要 男友 跟 他 媽媽 鍾意 的 女生 約 出門 ",1,0,0
393,"我 自己 有 交 過 一兩 任 過 都 是 被 分手 收場 ， 其實 有點 小 受傷 ， 害怕 再 去 喜歡 一 個 人  ， 害怕 他 跟 我 想 得 不 一樣 ， 是 個 會 傷害 我 的 人   ",0,0,1
263,"亞洲人 的 親情 綁架 勒索 根深蒂固 ， 父母 生下 我們 就 應該 非常 感恩 ？ ？ 沒 人 逼 你們 生 小孩 好 嗎 ， 要 生 就 好好 養 ， 該 有的 生活 品質 應該 要 有 ！ ",0,1,0
91,"什麼 事情 會 讓 你 快樂 一整天 ？ ",1,0,0
310,"親愛 的 摯友 ： 從 與 你 相遇 的 第一 天 ， 就 覺得 你 具有 單純 、 率真 的 心 ， 我 很 榮幸 能 跟 你 成為 室友 。 ",1,0,0
134,"如果 你 發現 有 人 在 偷 東西 ， 你 會 揭穿 他 嗎 ? ",0,1,0
113,"健康 家庭 的 第一 定律 — — 夫妻 關係，才 是 家 中 的   No.1 。 ",0,1,0
50,"有沒有 什麼 是 要 和 你 再 一起 必要 的 條件 ？ ",1,0,0
186,"我 討厭 別人 對 我 指指點點 ",1,0,0
187,"你 最 喜歡 我 哪 一點 ? ",1,0,0
10,"你 的 人生 中 最 感恩 的 事情 是 什麼 ？ ",1,0,0
49,"如果 你媽 跟 你 伴侶 處 與 危險 之中，但 你 只 能 選一個 救 你 會 選擇 誰 ？ ",0,1,0
225,"都 覺得 用 手機 告白 很 爛 ， 沒 誠意 ",1,0,0
286,"所謂 珍惜 朋友 是 一定 要 見面 的 嗎 ？ 一定 要 早晚 問安 的 嗎 ？ 我 覺得 不 是 ， 我 跟 我 家人 也 不會 每天 問安 ， 好 姐妹 也 一樣 ， 但 也 不會 不 見面 就 怎樣 ， 這樣 是 不 珍惜 嗎 ？ 這樣 我 的 家人 姐妹 也 會 覺得 我 不 珍惜 他們 嗎 ？ 不會 啊 ， 愛 妳 的 人才 不會 這麼 想 ， 所以 我 覺得 他 講 的 理由 完全 不能 說服 妳 的 疑慮 ， 所以 退讓 只 會 讓 妳 憂鬱 ， 更 煩 ， 除非 妳 調適 能力 很 好 ， 不然 妳 只 會 更 懷疑 自己 是 不 是 做錯 選擇 ",0,1,0
205,"你 是 單親 家庭 嗎 ? ",1,0,0
151,"跟 家人 相處 的 好 嗎 ？ ",1,0,0
316,"覺得 妳 在 這樣 的 關係 中 有點 傻 而且 被 自私 的 他 吃 死 況且 你們 也 還 沒 結婚 完全 沒 必要 這樣 養 他 ～ 建議 還是 要 為 自己 存 點 錢 不要 通通 花 在 男方 身 上 了 ！ ",0,1,0
364,"分手 ， 會 講 這 種 話 的 男生 都 是 爛貨 ， 請 找 會 尊重 女性 的 人 在一起 ",1,0,0
37,"覺得 有 「 認真 做 卻 沒 做好 」 跟 「 沒有 認真 做 但 有 做好 」 哪個 比較 好 ？ ",0,1,0
56,"對 自己 現在 的 身材 滿意 嗎 ？ ",1,0,0
241,"又 是 酒駕 ， 怎麼 酒駕 的 人 不 去 死死 。",1,0,0
360,"真的 長痛 不如 短痛 ， 更 遑論 在 未來 也 有 可能 發生 性行為 之後 ， 他 去 跟 朋友 吹噓 的 情況 出現 ",0,0,1
228,"我 內心 還 會 想 說看 什麼 看   但 又 不能 說 什麼 ",0,1,0
4,"你 希望 成名 嗎 ？ 在 哪 一方面 ？ ",1,0,0
140,"你 有 討厭 的 人 嗎 ? ",1,0,0
304,"所以 我 不 太 敢 跟 男生 講話 ， 也 不 敢 對 視 ， 就 母胎 單身 到 了 現在 ",1,0,0
322,"只要 是 交往 過 都 不行 ， 除非 只 是 學生 時期 的 純愛 ， 否則 人 不可能 無時無刻 都 堅定 自己 的 情緒 和 情感 ， 天時 地利 之下 ， 難保 不會 有 意外 ， 能 做 的 就是 遠離 風險 。 ",0,1,0
363,"我 是 不 相信 這 種 人 會 放 真心 啦 ， 就算 他 說 他 愛 你 ， 難道 那 不 是 為了 讓 到手 的 肉 不要 逃走 而 撒 的 謊 嗎 ？ ",0,1,0
11,"假如 可以 改變 你 成長 過程 中 的 任何 事，你 希望 有 哪些 改變 ？ ",0,0,1
257,"所以 說 教育 還是 很 重要 ， 成就 財富 可以 輸 ， 人品 道德 一定 不行 。 ",0,1,0
52,"你 最 理想 的 死亡 是 怎麼樣 的 ？ ",0,1,0
314,"比起 受 所有人 肯定 ， 瞭解 自己 和 能 決定 自己 是 誰 更為 重要 。 ",0,1,0
145,"你 曾經 被 霸凌 過嗎 ? ",0,0,1
148,"你 覺得 同性戀 怎麼樣 ？ ",0,1,0
227,"真的 QQ   很 不 喜歡 被 別人 看 ",0,1,0
125,"有 人 只 知道 在 人生 的 道路 上 狂奔 ， 結果 失去 了 觀看 兩旁 美麗 花朵 的 機會 。 ",0,0,1
220,"我 姐姐 前 陣子 在 日本 留學 ， 日本 的 女孩子 腿 型 大多 比較 不 好看 ， 所以 她們 都 是 用 長裙 長洋裝 修飾 身材 ",1,0,0
345,"給 自己 一點 自信 ！ 先 學會 愛 自己 才 能 愛 你 的 男友 ！ ",0,0,1
12,"你 希望 明天 早上 起床 後 能 獲得 任何 什麼 一種 能力 或 特質 ？ ",1,0,0
196,"你 會 相信 夢境 裡 發生 的 事情 嗎 ? ",1,0,0
58,"這個 週末 你 在 做 什麼 ？ ",1,0,0
129,"你 喜歡 去 哪個 國家 玩 ? ",1,0,0
285,"感情 應當 是 互相 尊重 包容 ， 一起 成長 ， 而 不 該 放 在 天秤 上 去 做 衡量 ",0,1,0
324,"其實 我 蠻 主動 的 了   ， 我 有 些 邀約 她 也 都 說好 ， 不過 真的 就是 在線 上 聊天 的 時候 都 很 尬 ， 不過 我 再 試 著 當面 跟 他 講話 的 時候 會不會 好 點 ",1,0,0
36,"喜歡 什麼 類型 的 電影 ？ ",1,0,0
150,"生命 中 最後 一天會 選擇 跟 誰過 ？ ",0,0,1
